Ano,Mês,Posição,Música,Artista,Gênero
2019,Março,10,Zé Neto & Cristiano,Notificação Preferida,Sertanejo
2019,Abril,1,Marília Mendonça,Ciumeira,Sertanejo
2019,Abril,2,Gusttavo Lima,Cem Mil,Sertanejo
2019,Abril,3,Zé Neto & Cristiano,Estado Decadente,Sertanejo
2019,Abril,4,Jorge & Mateus,Tijolão,Sertanejo
2019,Abril,5,Gustavo Mioto,Solteiro Não Trai,Sertanejo
2019,Abril,6,"Felipe Araújo, Ferrugem",Atrasadinha,Pagode / Sertanejo
2019,Abril,7,DJ Rennan da Penha,Gira Mundo,Funk 150 BPM
2019,Abril,8,Marília Mendonça,Todo Mundo Vai Sofrer,Sertanejo
2019,Abril,9,Gabriel Diniz,Jenifer,Forró
2019,Abril,10,"MC Digu, DJ Laurinha",Surubinha de Leve,Funk
2019,Maio,1,Marília Mendonça,Todo Mundo Vai Sofrer,Sertanejo
2019,Maio,2,Gusttavo Lima,Cem Mil,Sertanejo
2019,Maio,3,Jorge & Mateus,Tijolão,Sertanejo
2019,Maio,4,Zé Neto & Cristiano,Estado Decadente,Sertanejo
2019,Maio,5,Gustavo Mioto,Solteiro Não Trai,Sertanejo
2019,Maio,6,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar,Sertanejo
2019,Maio,7,Marília Mendonça,Ciumeira,Sertanejo
2019,Maio,8,"Felipe Original, MC Kevin o Chris",Hit Contagiante,Brega Funk
2019,Maio,9,DJ Rennan da Penha,Gira Mundo,Funk 150 BPM
2019,Maio,10,"Felipe Araújo, Ferrugem",Atrasadinha,Pagode / Sertanejo
2019,Junho,1,Marília Mendonça,Todo Mundo Vai Sofrer,Sertanejo
2019,Junho,2,Gusttavo Lima,Cem Mil,Sertanejo
2019,Junho,3,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar,Sertanejo
2019,Junho,4,"Felipe Original, MC Kevin o Chris",Hit Contagiante,Brega Funk
2019,Junho,5,Jorge & Mateus,Tijolão,Sertanejo
2019,Junho,6,Gustavo Mioto,Solteiro Não Trai,Sertanejo
2019,Junho,7,Zé Neto & Cristiano,Estado Decadente,Sertanejo
2019,Junho,8,Kevinho,Uma Nora Pra Cada Dia,Funk
2019,Junho,9,"Felipe Araújo, Léo Santana",Amigo Emprestado,Sertanejo / Axé
2019,Junho,10,Marília Mendonça,Ciumeira,Sertanejo
2019,Julho,1,Marília Mendonça,Todo Mundo Vai Sofrer,Sertanejo
2019,Julho,2,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar,Sertanejo
2019,Julho,3,Gusttavo Lima,Cem Mil,Sertanejo
2019,Julho,4,"Felipe Original, MC Kevin o Chris",Hit Contagiante,Brega Funk
2019,Julho,5,Jorge & Mateus,Tijolão,Sertanejo
2019,Julho,6,Lauana Prado,Cobaia,Sertanejo
2019,Julho,7,MC Kevin o Chris,Evoluiu,Funk 150 BPM
2019,Julho,8,Gustavo Mioto,Solteiro Não Trai,Sertanejo
2019,Julho,9,Kevinho,Uma Nora Pra Cada Dia,Funk
2019,Julho,10,Jorge & Mateus,Cheirosa,Sertanejo
2019,Agosto,1,MC Kevin o Chris,Evoluiu,Funk 150 BPM
2019,Agosto,2,Marília Mendonça,Todo Mundo Vai Sofrer,Sertanejo
2019,Agosto,3,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar,Sertanejo
2019,Agosto,4,Lauana Prado,Cobaia,Sertanejo
2019,Agosto,5,"Felipe Original, MC Kevin o Chris",Hit Contagiante,Brega Funk
2019,Agosto,6,Gusttavo Lima,Cem Mil,Sertanejo
2019,Agosto,7,Jorge & Mateus,Cheirosa,Sertanejo
2019,Agosto,8,Jorge & Mateus,Tijolão,Sertanejo
2019,Agosto,9,Gustavo Mioto,Com ou Sem Mim,Sertanejo
2019,Agosto,10,João Gustavo & Murilo,Lençol Dobrado,Sertanejo
2019,Setembro,1,MC Kevin o Chris,Evoluiu,Funk 150 BPM
2019,Setembro,2,Marília Mendonça,Todo Mundo Vai Sofrer,Sertanejo
2019,Setembro,3,Lauana Prado,Cobaia,Sertanejo
2019,Setembro,4,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar,Sertanejo
2019,Setembro,5,Gustavo Mioto,Com ou Sem Mim,Sertanejo
2019,Setembro,6,João Gustavo & Murilo,Lençol Dobrado,Sertanejo
2019,Setembro,7,Gusttavo Lima,Milu,Sertanejo
2019,Setembro,8,Jorge & Mateus,Cheirosa,Sertanejo
2019,Setembro,9,"Felipe Original, MC Kevin o Chris",Hit Contagiante,Brega Funk
2019,Setembro,10,Marília Mendonça,Bebi Liguei,Sertanejo
2019,Outubro,1,MC Kevin o Chris,Evoluiu,Funk 150 BPM
2019,Outubro,2,MC Du Black,Gaiola é o Troco,Funk
2019,Outubro,3,Gusttavo Lima,Milu,Sertanejo
2019,Outubro,4,Gustavo Mioto,Com ou Sem Mim,Sertanejo
2019,Outubro,5,Lauana Prado,Cobaia,Sertanejo
2019,Outubro,6,Marília Mendonça,Todo Mundo Vai Sofrer,Sertanejo
2019,Outubro,7,João Gustavo & Murilo,Lençol Dobrado,Sertanejo
2019,Outubro,8,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar,Sertanejo
2019,Outubro,9,"Anitta, Marília Mendonça",Some que ele vem atrás,Sertanejo / Pop
2019,Outubro,10,Marília Mendonça,Bebi Liguei,Sertanejo
2019,Novembro,1,MC Du Black,Gaiola é o Troco,Funk
2019,Novembro,2,Gusttavo Lima,Milu,Sertanejo
2019,Novembro,3,"Anitta, Marília Mendonça",Some que ele vem atrás,Sertanejo / Pop
2019,Novembro,4,Gustavo Mioto,Com ou Sem Mim,Sertanejo
2019,Novembro,5,MC Kevin o Chris,Evoluiu,Funk 150 BPM
2019,Novembro,6,Marília Mendonça,Supera,Sertanejo
2019,Novembro,7,João Gustavo & Murilo,Lençol Dobrado,Sertanejo
2019,Novembro,8,Lauana Prado,Cobaia,Sertanejo
2019,Novembro,9,"MC Kekel, MC Rita",Amor de Verdade,Funk
2019,Novembro,10,Maiara & Maraisa,Bebaça,Sertanejo
2019,Dezembro,1,MC Du Black,Gaiola é o Troco,Funk
2019,Dezembro,2,"Dadá Boladão, Tati Zaqui, OIK",Surtada (Remix),Brega Funk
2019,Dezembro,3,Gustavo Mioto,Com ou Sem Mim,Sertanejo
2019,Dezembro,4,Gusttavo Lima,Milu,Sertanejo
2019,Dezembro,5,"Anitta, Marília Mendonça",Some que ele vem atrás,Sertanejo / Pop
2019,Dezembro,6,Marília Mendonça,Supera,Sertanejo
2019,Dezembro,7,João Gustavo & Murilo,Lençol Dobrado,Sertanejo
2019,Dezembro,8,Henrique & Juliano,Liberdade Provisória,Sertanejo
2019,Dezembro,9,"Felipe Original, JS o Mão de Ouro...",Sentadão,Brega Funk
2019,Dezembro,10,"Thiaguinho MT, Mila, JS o Mão de Ouro",Tudo OK,Brega Funk
2018,Janeiro,1,"Anitta, Mc Zaac, Maejor, Tropkillaz",Vai Malandra,Funk / Pop
2018,Janeiro,2,"Thiago Brava, Jorge",Dona Maria,Sertanejo
2018,Janeiro,3,"Anitta, J Balvin",Downtown,Pop / Reggaeton
2018,Janeiro,4,Gusttavo Lima,Apelido Carinhoso,Sertanejo
2018,Janeiro,5,MC Kevinho,Rabiola,Funk
2018,Janeiro,6,MC Fioti,Bum Bum Tam Tam,Funk
2018,Janeiro,7,"IZA, Marcelo Falcão",Pesadão,Pop / Reggae
2018,Janeiro,8,Hungria Hip Hop,Coração de Aço,Rap / Hip-Hop
2018,Janeiro,9,Jorge & Mateus,Contrato,Sertanejo
2018,Janeiro,10,"Marília Mendonça, Bruno & Marrone",Transplante,Sertanejo
2018,Fevereiro,1,Gusttavo Lima,Apelido Carinhoso,Sertanejo
2018,Fevereiro,2,"Thiago Brava, Jorge",Dona Maria,Sertanejo
2018,Fevereiro,3,"Anitta, Mc Zaac, Maejor, Tropkillaz",Vai Malandra,Funk / Pop
2018,Fevereiro,4,Zé Neto & Cristiano,Largado às Traças,Sertanejo
2018,Fevereiro,5,"Anitta, J Balvin",Downtown,Pop / Reggaeton
2018,Fevereiro,6,"MC Kevinho, Simone & Simaria",Ta Tum Tum,Funk / Sertanejo
2018,Fevereiro,7,Hungria Hip Hop,Coração de Aço,Rap / Hip-Hop
2018,Fevereiro,8,"IZA, Marcelo Falcão",Pesadão,Pop / Reggae
2018,Fevereiro,9,Jorge & Mateus,Propaganda,Sertanejo
2018,Fevereiro,10,MC Kevinho,Rabiola,Funk
2018,Março,1,Zé Neto & Cristiano,Largado às Traças,Sertanejo
2018,Março,2,Gusttavo Lima,Apelido Carinhoso,Sertanejo
2018,Março,3,"Thiago Brava, Jorge",Dona Maria,Sertanejo
2018,Março,4,Jorge & Mateus,Propaganda,Sertanejo
2018,Março,5,"MC Kevinho, Simone & Simaria",Ta Tum Tum,Funk / Sertanejo
2018,Março,6,"Anitta, Mc Zaac, Maejor, Tropkillaz",Vai Malandra,Funk / Pop
2018,Março,7,Hungria Hip Hop,Coração de Aço,Rap / Hip-Hop
2018,Março,8,Marília Mendonça,Ausência,Sertanejo
2018,Março,9,"MC Kekel, MC Rita",Amor de Verdade,Funk
2018,Março,10,"IZA, Marcelo Falcão",Pesadão,Pop / Reggae
2018,Abril,1,Zé Neto & Cristiano,Largado às Traças,Sertanejo
2018,Abril,2,Gusttavo Lima,Apelido Carinhoso,Sertanejo
2018,Abril,3,Jorge & Mateus,Propaganda,Sertanejo
2018,Abril,4,"MC Kekel, MC Rita",Amor de Verdade,Funk
2018,Abril,5,Marília Mendonça,Ausência,Sertanejo
2018,Abril,6,Hungria Hip Hop,Coração de Aço,Rap / Hip-Hop
2018,Abril,7,Vitor Kley,O Sol,Pop / Reggae
2018,Abril,8,"MC Kevinho, Simone & Simaria",Ta Tum Tum,Funk / Sertanejo
2018,Abril,9,Maiara & Maraisa,Quem Ensinou Fui Eu,Sertanejo
2018,Abril,10,Melim,Meu Abrigo,Pop
2018,Maio,1,Zé Neto & Cristiano,Largado às Traças,Sertanejo
2018,Maio,2,Jorge & Mateus,Propaganda,Sertanejo
2018,Maio,3,Vitor Kley,O Sol,Pop / Reggae
2018,Maio,4,"MC Kekel, MC Rita",Amor de Verdade,Funk
2018,Maio,5,Gusttavo Lima,Apelido Carinhoso,Sertanejo
2018,Maio,6,Melim,Meu Abrigo,Pop
2018,Maio,7,Marília Mendonça,Ausência,Sertanejo
2018,Maio,8,"Wesley Safadão, Anitta",Romance com Safadeza,Forró / Pop
2018,Maio,9,Maiara & Maraisa,Quem Ensinou Fui Eu,Sertanejo
2018,Maio,10,Hungria Hip Hop,Coração de Aço,Rap / Hip-Hop
2018,Junho,1,Zé Neto & Cristiano,Largado às Traças,Sertanejo
2018,Junho,2,Vitor Kley,O Sol,Pop / Reggae
2018,Junho,3,Jorge & Mateus,Propaganda,Sertanejo
2018,Junho,4,Melim,Meu Abrigo,Pop
2018,Junho,5,"MC Kekel, MC Rita",Amor de Verdade,Funk
2018,Junho,6,"Wesley Safadão, Anitta",Romance com Safadeza,Forró / Pop
2018,Junho,7,"MC MM, DJ RD",Só Quer Vrau,Funk
2018,Junho,8,Gusttavo Lima,Zé da Recaída,Sertanejo
2018,Junho,9,Marília Mendonça,Ausência,Sertanejo
2018,Junho,10,Maiara & Maraisa,Quem Ensinou Fui Eu,Sertanejo
2018,Julho,1,Zé Neto & Cristiano,Largado às Traças,Sertanejo
2018,Julho,2,Vitor Kley,O Sol,Pop / Reggae
2018,Julho,3,Melim,Meu Abrigo,Pop
2018,Julho,4,Gusttavo Lima,Zé da Recaída,Sertanejo
2018,Julho,5,Jorge & Mateus,Propaganda,Sertanejo
2018,Julho,6,"MC MM, DJ RD",Só Quer Vrau,Funk
2018,Julho,7,"Wesley Safadão, Anitta",Romance com Safadeza,Forró / Pop
2018,Julho,8,"MC Kekel, MC Rita",Amor de Verdade,Funk
2018,Julho,9,Kell Smith,Era Uma Vez,MPB / Pop
2018,Julho,10,Maiara & Maraisa,Coração Infectado,Sertanejo
2018,Agosto,1,Vitor Kley,O Sol,Pop / Reggae
2018,Agosto,2,Gusttavo Lima,Zé da Recaída,Sertanejo
2018,Agosto,3,Melim,Meu Abrigo,Pop
2018,Agosto,4,Zé Neto & Cristiano,Largado às Traças,Sertanejo
2018,Agosto,5,Jorge & Mateus,Propaganda,Sertanejo
2018,Agosto,6,Wesley Safadão,Só Pra Castigar,Forró
2018,Agosto,7,Anitta,Não Perco Meu Tempo,Pop
2018,Agosto,8,"Aldair Playboy, Wesley Safadão, Kevinho",Amor Falso,Brega Funk
2018,Agosto,9,"MC MM, DJ RD",Só Quer Vrau,Funk
2018,Agosto,10,Maiara & Maraisa,Coração Infectado,Sertanejo
2018,Setembro,1,Gusttavo Lima,Zé da Recaída,Sertanejo
2018,Setembro,2,Vitor Kley,O Sol,Pop / Reggae
2018,Setembro,3,Melim,Meu Abrigo,Pop
2018,Setembro,4,Wesley Safadão,Só Pra Castigar,Forró
2018,Setembro,5,Zé Neto & Cristiano,Notificação Preferida,Sertanejo
2018,Setembro,6,Jorge & Mateus,Propaganda,Sertanejo
2018,Setembro,7,"Aldair Playboy, Wesley Safadão, Kevinho",Amor Falso,Brega Funk
2018,Setembro,8,Zé Neto & Cristiano,Largado às Traças,Sertanejo
2018,Setembro,9,Melim,Ouvi Dizer,Pop
2018,Setembro,10,Marília Mendonça,Ciumeira,Sertanejo
2018,Outubro,1,Gusttavo Lima,Zé da Recaída,Sertanejo
2018,Outubro,2,Zé Neto & Cristiano,Notificação Preferida,Sertanejo
2018,Outubro,3,Vitor Kley,O Sol,Pop / Reggae
2018,Outubro,4,Marília Mendonça,Ciumeira,Sertanejo
2018,Outubro,5,Melim,Meu Abrigo,Pop
2018,Outubro,6,Wesley Safadão,Só Pra Castigar,Forró
2018,Outubro,7,Melim,Ouvi Dizer,Pop
2018,Outubro,8,Jorge & Mateus,Propaganda,Sertanejo
2018,Outubro,9,"MC L da Vinte, MC Gury",Parado no Bailão,Funk
2018,Outubro,10,"Felipe Araújo, Ferrugem",Atrasadinha,Pagode / Sertanejo
2018,Novembro,1,"Felipe Araújo, Ferrugem",Atrasadinha,Pagode / Sertanejo
2018,Novembro,2,Zé Neto & Cristiano,Notificação Preferida,Sertanejo
2018,Novembro,3,Gusttavo Lima,Zé da Recaída,Sertanejo
2018,Novembro,4,Marília Mendonça,Ciumeira,Sertanejo
2018,Novembro,5,Vitor Kley,O Sol,Pop / Reggae
2018,Novembro,6,"MC L da Vinte, MC Gury",Parado no Bailão,Funk
2018,Novembro,7,"MC Kevinho, Dennis DJ",Agora é Tudo Meu,Funk
2018,Novembro,8,Melim,Ouvi Dizer,Pop
2018,Novembro,9,Wesley Safadão,Só Pra Castigar,Forró
2018,Novembro,10,Melim,Meu Abrigo,Pop
2018,Dezembro,1,"Felipe Araújo, Ferrugem",Atrasadinha,Pagode / Sertanejo
2018,Dezembro,2,Zé Neto & Cristiano,Notificação Preferida,Sertanejo
2018,Dezembro,3,Marília Mendonça,Ciumeira,Sertanejo
2018,Dezembro,4,Gusttavo Lima,Zé da Recaída,Sertanejo
2018,Dezembro,5,"MC Kevinho, Dennis DJ",Agora é Tudo Meu,Funk
2018,Dezembro,6,"MC L da Vinte, MC Gury",Parado no Bailão,Funk
2018,Dezembro,7,Vitor Kley,O Sol,Pop / Reggae
2018,Dezembro,8,Melim,Ouvi Dizer,Pop
2018,Dezembro,9,"Márcia Fellipe, Jerry Smith",Quem Me Dera,Forró / Funk
2018,Dezembro,10,"Luan Santana, Jorge & Mateus",Sofazinho,Sertanejo
2017,Janeiro,1,MC G15,Deu Onda,Funk
2017,Janeiro,2,"Simone & Simaria, Anitta",Loka,Sertanejo / Pop
2017,Janeiro,3,"Nego do Borel, Anitta, Wesley Safadão",Você Partiu Meu Coração,Pop / Funk
2017,Janeiro,4,Gusttavo Lima,Homem de Família,Sertanejo
2017,Janeiro,5,Marília Mendonça,Eu Sei de Cor,Sertanejo
2017,Janeiro,6,"Sandy, Tiago Iorc",Me Espera,Pop / MPB
2017,Janeiro,7,"Wesley Safadão, Ronaldinho Gaúcho",Solteiro de Novo,Forró
2017,Janeiro,8,Luan Santana,Sorte que a Gente Tem a Vida,Sertanejo
2017,Janeiro,9,"Naiara Azevedo, Maiara & Maraisa",50 Reais,Sertanejo
2017,Janeiro,10,"Henrique & Diego, Dennis DJ",Malbec,Sertanejo / Funk
2017,Fevereiro,1,"Simone & Simaria, Anitta",Loka,Sertanejo / Pop
2017,Fevereiro,2,"Nego do Borel, Anitta, Wesley Safadão",Você Partiu Meu Coração,Pop / Funk
2017,Fevereiro,3,MC G15,Deu Onda,Funk
2017,Fevereiro,4,Marília Mendonça,Amante Não Tem Lar,Sertanejo
2017,Fevereiro,5,MC Kevinho,O Grave Bater,Funk
2017,Fevereiro,6,Ed Sheeran,Shape of You,Pop Internacional
2017,Fevereiro,7,Henrique & Juliano,Vidinha de Balada,Sertanejo
2017,Fevereiro,8,Matheus & Kauan,Te Assumi pro Brasil,Sertanejo
2017,Fevereiro,9,Jorge & Mateus,Se o Amor Tiver Lugar,Sertanejo
2017,Fevereiro,10,"Fernando & Sorocaba, Jorge & Mateus",Bom Rapaz,Sertanejo
2017,Março,1,"Nego do Borel, Anitta, Wesley Safadão",Você Partiu Meu Coração,Pop / Funk
2017,Março,2,"Simone & Simaria, Anitta",Loka,Sertanejo / Pop
2017,Março,3,Henrique & Juliano,Vidinha de Balada,Sertanejo
2017,Março,4,Marília Mendonça,Amante Não Tem Lar,Sertanejo
2017,Março,5,MC Kevinho,O Grave Bater,Funk
2017,Março,6,Matheus & Kauan,Te Assumi pro Brasil,Sertanejo
2017,Março,7,Jorge & Mateus,Se o Amor Tiver Lugar,Sertanejo
2017,Março,8,"Luis Fonsi, Daddy Yankee",Despacito,Reggaeton / Pop Latino
2017,Março,9,Ed Sheeran,Shape of You,Pop Internacional
2017,Março,10,Luan Santana,Acordando o Prédio,Sertanejo
2017,Abril,1,"Luis Fonsi, Daddy Yankee",Despacito,Reggaeton / Pop Latino
2017,Abril,2,Henrique & Juliano,Vidinha de Balada,Sertanejo
2017,Abril,3,Marília Mendonça,Amante Não Tem Lar,Sertanejo
2017,Abril,4,Luan Santana,Acordando o Prédio,Sertanejo
2017,Abril,5,Anitta,Paradinha,Pop / Reggaeton
2017,Abril,6,Pabllo Vittar,K.O.,Pop
2017,Abril,7,"Anavitória, Tiago Iorc",Trevo (Tu),Pop / MPB
2017,Abril,8,Matheus & Kauan,Te Assumi pro Brasil,Sertanejo
2017,Abril,9,MC Kevinho,O Grave Bater,Funk
2017,Abril,10,"Henrique & Diego, Simone & Simaria",Raspão,Sertanejo
2017,Maio,1,"Luis Fonsi, Daddy Yankee, Justin Bieber",Despacito,Reggaeton / Pop Latino
2017,Maio,2,Anitta,Paradinha,Pop / Reggaeton
2017,Maio,3,Henrique & Juliano,Vidinha de Balada,Sertanejo
2017,Maio,4,Pabllo Vittar,K.O.,Pop
2017,Maio,5,"Major Lazer, Anitta, Pabllo Vittar",Sua Cara,Eletrônico / Pop
2017,Maio,6,Luan Santana,Acordando o Prédio,Sertanejo
2017,Maio,7,Marília Mendonça,Amante Não Tem Lar,Sertanejo
2017,Maio,8,"Anavitória, Tiago Iorc",Trevo (Tu),Pop / MPB
2017,Maio,9,Simone & Simaria,Regime Fechado,Sertanejo
2017,Maio,10,MC Livinho,Fazer Falta,Funk
2017,Junho,1,Anitta,Paradinha,Pop / Reggaeton
2017,Junho,2,"Luis Fonsi, Daddy Yankee, Justin Bieber",Despacito,Reggaeton / Pop Latino
2017,Junho,3,"Major Lazer, Anitta, Pabllo Vittar",Sua Cara,Eletrônico / Pop
2017,Junho,4,Pabllo Vittar,K.O.,Pop
2017,Junho,5,Henrique & Juliano,Vidinha de Balada,Sertanejo
2017,Junho,6,MC Livinho,Fazer Falta,Funk
2017,Junho,7,Simone & Simaria,Regime Fechado,Sertanejo
2017,Junho,8,Luan Santana,Acordando o Prédio,Sertanejo
2017,Junho,9,MC Kevinho,Olha a Explosão,Funk
2017,Junho,10,"Matheus & Kauan, MC Kevinho",Deixa Ela Beijar,Sertanejo / Funk
2017,Julho,1,"Major Lazer, Anitta, Pabllo Vittar",Sua Cara,Eletrônico / Pop
2017,Julho,2,Pabllo Vittar,K.O.,Pop
2017,Julho,3,Anitta,Paradinha,Pop / Reggaeton
2017,Julho,4,"Luis Fonsi, Daddy Yankee, Justin Bieber",Despacito,Reggaeton / Pop Latino
2017,Julho,5,Simone & Simaria,Regime Fechado,Sertanejo
2017,Julho,6,MC Livinho,Fazer Falta,Funk
2017,Julho,7,"Matheus & Kauan, MC Kevinho",Deixa Ela Beijar,Sertanejo / Funk
2017,Julho,8,Henrique & Juliano,Vidinha de Balada,Sertanejo
2017,Julho,9,Wesley Safadão,Ar Condicionado no 15,Forró
2017,Julho,10,"João Neto & Frederico, MC Kevinho",Cê Acredita,Sertanejo / Funk
2017,Agosto,1,"Major Lazer, Anitta, Pabllo Vittar",Sua Cara,Eletrônico / Pop
2017,Agosto,2,Pabllo Vittar,K.O.,Pop
2017,Agosto,3,Simone & Simaria,Regime Fechado,Sertanejo
2017,Agosto,4,"Matheus & Kauan, MC Kevinho",Deixa Ela Beijar,Sertanejo / Funk
2017,Agosto,5,MC Livinho,Fazer Falta,Funk
2017,Agosto,6,Wesley Safadão,Ar Condicionado no 15,Forró
2017,Agosto,7,Claudia Leitte,Baldin de Gelo,Axé
2017,Agosto,8,"Pabllo Vittar, Mateus Carrilho",Corpo Sensual,Pop
2017,Agosto,9,Bruno & Marrone,Na Conta da Loucura,Sertanejo
2017,Agosto,10,"João Neto & Frederico, MC Kevinho",Cê Acredita,Sertanejo / Funk
2017,Setembro,1,"Pabllo Vittar, Mateus Carrilho",Corpo Sensual,Pop
2017,Setembro,2,Pabllo Vittar,K.O.,Pop
2017,Setembro,3,Simone & Simaria,Regime Fechado,Sertanejo
2017,Setembro,4,"Matheus & Kauan, MC Kevinho",Deixa Ela Beijar,Sertanejo / Funk
2017,Setembro,5,"Major Lazer, Anitta, Pabllo Vittar",Sua Cara,Eletrônico / Pop
2017,Setembro,6,Wesley Safadão,Ar Condicionado no 15,Forró
2017,Setembro,7,Bruno & Marrone,Na Conta da Loucura,Sertanejo
2017,Setembro,8,MC Fioti,Bum Bum Tam Tam,Funk
2017,Setembro,9,"IZA, Marcelo Falcão",Pesadão,Pop / Reggae
2017,Setembro,10,"Anitta, Poo Bear",Will I See You,Pop / Bossa Nova
2017,Outubro,1,"Pabllo Vittar, Mateus Carrilho",Corpo Sensual,Pop
2017,Outubro,2,MC Fioti,Bum Bum Tam Tam,Funk
2017,Outubro,3,"Matheus & Kauan, MC Kevinho",Deixa Ela Beijar,Sertanejo / Funk
2017,Outubro,4,"IZA, Marcelo Falcão",Pesadão,Pop / Reggae
2017,Outubro,5,Simone & Simaria,Regime Fechado,Sertanejo
2017,Outubro,6,MC Kevinho,Rabiola,Funk
2017,Outubro,7,Wesley Safadão,Ar Condicionado no 15,Forró
2017,Outubro,8,"Anitta, J Balvin",Downtown,Pop / Reggaeton
2017,Outubro,9,Jorge & Mateus,Contrato,Sertanejo
2017,Outubro,10,Pabllo Vittar,K.O.,Pop
2017,Novembro,1,"Anitta, J Balvin",Downtown,Pop / Reggaeton
2017,Novembro,2,MC Fioti,Bum Bum Tam Tam,Funk
2017,Novembro,3,"Pabllo Vittar, Mateus Carrilho",Corpo Sensual,Pop
2017,Novembro,4,MC Kevinho,Rabiola,Funk
2017,Novembro,5,"IZA, Marcelo Falcão",Pesadão,Pop / Reggae
2017,Novembro,6,Jorge & Mateus,Contrato,Sertanejo
2017,Novembro,7,"Anitta, Mc Zaac, Maejor, Tropkillaz",Vai Malandra,Funk / Pop
2017,Novembro,8,"Matheus & Kauan, MC Kevinho",Deixa Ela Beijar,Sertanejo / Funk
2017,Novembro,9,"Thiago Brava, Jorge",Dona Maria,Sertanejo
2017,Novembro,10,"Luis Fonsi, Demi Lovato",Échame La Culpa,Pop Latino
2017,Dezembro,1,"Anitta, Mc Zaac, Maejor, Tropkillaz",Vai Malandra,Funk / Pop
2017,Dezembro,2,"Anitta, J Balvin",Downtown,Pop / Reggaeton
2017,Dezembro,3,MC Fioti,Bum Bum Tam Tam,Funk
2017,Dezembro,4,"Thiago Brava, Jorge",Dona Maria,Sertanejo
2017,Dezembro,5,MC Kevinho,Rabiola,Funk
2017,Dezembro,6,Jorge & Mateus,Contrato,Sertanejo
2017,Dezembro,7,"IZA, Marcelo Falcão",Pesadão,Pop / Reggae
2017,Dezembro,8,Gusttavo Lima,Apelido Carinhoso,Sertanejo
2017,Dezembro,9,"Pabllo Vittar, Mateus Carrilho",Corpo Sensual,Pop
2017,Dezembro,10,Luan Santana,Check-In,Sertanejo / Pop
2016,Janeiro,1,Essa Mina É Louca,Anitta part. Jhama,Pop / Funk
2016,Janeiro,2,Sosseguei,Jorge & Mateus,Sertanejo / Bachata
2016,Janeiro,3,Aquele 1%,Marcos & Belutti part. Wesley Safadão,Sertanejo / Forró
2016,Janeiro,4,Sorry,Justin Bieber,Pop
2016,Janeiro,5,Metralhadora,Banda Vingadora,Axé / Arrocha
2016,Janeiro,6,Chuva de Arroz,Luan Santana,Sertanejo / Pop
2016,Janeiro,7,Love Yourself,Justin Bieber,Pop
2016,Janeiro,8,Bang,Anitta,Pop / Funk
2016,Janeiro,9,Camarote,Wesley Safadão,Forró / Sertanejo
2016,Janeiro,10,Na Hora da Raiva,Henrique & Juliano,Sertanejo
2016,Fevereiro,1,Metralhadora,Banda Vingadora,Axé / Arrocha
2016,Fevereiro,2,Essa Mina É Louca,Anitta part. Jhama,Pop / Funk
2016,Fevereiro,3,Baile de Favela,MC João,Funk
2016,Fevereiro,4,Aquele 1%,Marcos & Belutti part. Wesley Safadão,Sertanejo / Forró
2016,Fevereiro,5,Sosseguei,Jorge & Mateus,Sertanejo / Bachata
2016,Fevereiro,6,Sorry,Justin Bieber,Pop
2016,Fevereiro,7,Romântico Anônimo,Marcos & Belutti part. Fernando Zor,Sertanejo
2016,Fevereiro,8,Camarote,Wesley Safadão,Forró / Sertanejo
2016,Fevereiro,9,Pronto Falei,Eduardo Costa,Sertanejo
2016,Fevereiro,10,Work,Rihanna part. Drake,Pop / R&B
2016,Março,1,Pronto Falei,Eduardo Costa,Sertanejo
2016,Março,2,Romântico Anônimo,Marcos & Belutti part. Fernando Zor,Sertanejo
2016,Março,3,Seu Polícia,Zé Neto & Cristiano,Sertanejo
2016,Março,4,Sosseguei,Jorge & Mateus,Sertanejo
2016,Março,5,O Nosso Santo Bateu,Matheus & Kauan,Sertanejo / Reggae
2016,Março,6,Infiel,Marília Mendonça,Sertanejo / Sofrência
2016,Março,7,0.1,Maiara & Maraisa,Sertanejo
2016,Março,8,Work,Rihanna part. Drake,Pop / R&B
2016,Março,9,Love Yourself,Justin Bieber,Pop
2016,Março,10,Na Hora da Raiva,Henrique & Juliano,Sertanejo
2016,Abril,1,Seu Polícia,Zé Neto & Cristiano,Sertanejo
2016,Abril,2,Infiel,Marília Mendonça,Sertanejo / Sofrência
2016,Abril,3,Pronto Falei,Eduardo Costa,Sertanejo
2016,Abril,4,Que Pena Que Acabou,Gusttavo Lima,Sertanejo / Pop
2016,Abril,5,Romântico Anônimo,Marcos & Belutti part. Fernando Zor,Sertanejo
2016,Abril,6,O Nosso Santo Bateu,Matheus & Kauan,Sertanejo / Reggae
2016,Abril,7,Como é que a Gente Fica,Henrique & Juliano,Sertanejo
2016,Abril,8,0.1,Maiara & Maraisa,Sertanejo
2016,Abril,9,Vai Me Perdoando,Victor & Leo,Sertanejo
2016,Abril,10,Sosseguei,Jorge & Mateus,Sertanejo
